Time,Theta1_planned,Theta1_current,Theta2_planned,Theta2_current,h3_planned,h3_current,Theta4_planned,Theta4_current,x,y
10.44,108.404,103.844,59.8293,42.6862,-188.145,-185.599,143.086,123.329,-133.118,76.6915
10.48,108.377,103.813,60.1627,43.0703,-188.229,-185.695,143.394,123.685,-135.735,78.8569
10.52,108.348,103.79,60.495,43.3367,-188.314,-185.763,143.7,123.93,-137.633,80.4976
10.56,108.318,103.766,60.8261,43.6021,-188.398,-185.83,144.004,124.174,-139.61,82.2701
10.6,108.286,103.742,61.156,43.8666,-188.483,-185.898,144.306,124.416,-141.658,84.181
10.64,108.253,103.716,61.4848,44.1302,-188.568,-185.966,144.605,124.657,-143.771,86.2359
10.68,108.219,103.69,61.8124,44.3846,-188.652,-186.032,144.903,124.889,-145.875,88.3711
10.72,108.184,103.663,62.1388,44.6381,-188.737,-186.097,145.199,125.119,-148.029,90.6547
10.76,108.148,103.635,62.464,44.8987,-188.822,-186.165,145.493,125.355,-150.294,93.1726
10.8,108.11,103.605,62.788,45.1585,-188.907,-186.233,145.785,125.589,-152.592,95.8586
10.84,108.071,103.574,63.1109,45.4173,-188.993,-186.302,146.075,125.822,-154.912,98.7163
10.88,108.03,103.542,63.4326,45.6752,-189.078,-186.37,146.363,126.053,-157.245,101.754
10.92,107.989,103.509,63.7531,45.9321,-189.164,-186.438,146.649,126.283,-159.578,104.975
10.96,107.946,103.476,64.0724,46.1881,-189.249,-186.507,146.933,126.511,-161.901,108.384
11,107.902,103.425,64.3906,46.5547,-189.335,-186.605,147.215,126.836,-165.172,113.587
11.04,107.856,103.39,64.7076,46.8089,-189.421,-186.674,147.495,127.061,-167.385,117.421
11.08,107.81,103.353,65.0234,47.062,-189.507,-186.743,147.773,127.285,-169.543,121.453
11.12,107.762,103.316,65.338,47.3064,-189.593,-186.809,148.049,127.499,-171.571,125.556
11.16,107.712,103.277,65.6514,47.5576,-189.679,-186.878,148.323,127.719,-173.582,129.996
11.2,107.662,103.237,65.9637,47.808,-189.765,-186.947,148.595,127.938,-175.494,134.643
11.24,107.61,103.196,66.2748,48.0574,-189.851,-187.016,148.865,128.155,-177.289,139.498
11.28,107.557,103.136,66.5847,48.4146,-189.938,-187.116,149.133,128.464,-179.617,146.797
11.32,107.503,103.093,66.8935,48.6622,-190.025,-187.185,149.399,128.678,-181.039,152.091
11.36,107.447,103.049,67.201,48.9086,-190.111,-187.254,149.663,128.89,-182.286,157.582
11.4,107.39,103.004,67.5074,49.1543,-190.198,-187.324,149.926,129.101,-183.341,163.272
11.44,107.332,102.958,67.8126,49.3989,-190.285,-187.393,150.186,129.31,-184.182,169.15
11.48,107.273,102.911,68.1167,49.6427,-190.372,-187.463,150.444,129.517,-184.791,175.211
11.52,107.212,102.863,68.4195,49.8856,-190.459,-187.532,150.7,129.723,-185.146,181.446
11.56,107.15,102.792,68.7212,50.2332,-190.546,-187.633,150.954,130.016,-185.176,190.638
11.6,107.087,102.742,69.0217,50.4742,-190.634,-187.702,151.207,130.219,-184.839,197.18
11.64,107.022,102.691,69.3211,50.7142,-190.721,-187.772,151.457,130.42,-184.187,203.853
11.68,106.957,102.639,69.6193,50.9533,-190.809,-187.842,151.705,130.62,-183.201,210.636
11.72,106.89,102.586,69.9163,51.1914,-190.896,-187.912,151.952,130.818,-181.863,217.513
11.76,106.822,102.532,70.2122,51.4288,-190.984,-187.983,152.196,131.014,-180.154,224.47
11.8,106.753,102.477,70.5069,51.665,-191.072,-188.053,152.438,131.209,-178.06,231.471
11.84,106.682,102.397,70.8004,52.0032,-191.159,-188.154,152.679,131.486,-174.356,241.538
11.88,106.61,102.34,71.0928,52.2377,-191.247,-188.224,152.918,131.678,-171.283,248.508
11.92,106.537,102.282,71.384,52.4712,-191.335,-188.294,153.154,131.868,-167.779,255.443
11.96,106.463,102.223,71.674,52.7037,-191.423,-188.365,153.389,132.057,-163.838,262.307
12,106.388,102.163,71.9629,52.9353,-191.512,-188.435,153.621,132.244,-159.447,269.075
12.04,106.311,102.103,72.2506,53.166,-191.6,-188.506,153.852,132.429,-154.601,275.709
12.08,106.233,102.041,72.5372,53.3957,-191.688,-188.577,154.081,132.613,-149.295,282.179
12.12,106.154,101.951,72.8226,53.7248,-191.777,-188.678,154.308,132.875,-140.89,291.08
12.16,106.074,101.887,73.1069,53.9526,-191.865,-188.749,154.533,133.056,-134.513,296.944
12.2,105.993,101.822,73.39,54.1796,-191.954,-188.82,154.756,133.235,-127.686,302.517
12.24,105.91,101.757,73.6719,54.4057,-192.042,-188.891,154.977,133.413,-120.42,307.758
12.28,105.826,101.69,73.9527,54.6309,-192.131,-188.962,155.196,133.589,-112.725,312.625
12.32,105.741,101.622,74.2324,54.8551,-192.219,-189.032,155.414,133.764,-104.623,317.077
12.36,105.655,101.556,74.5109,55.0714,-192.308,-189.101,155.629,133.931,-96.395,320.959
12.4,105.568,101.456,74.7883,55.3911,-192.397,-189.203,155.842,134.178,-83.5946,325.842
12.44,105.479,101.386,75.0645,55.6126,-192.486,-189.274,156.054,134.348,-74.3158,328.57
12.48,105.39,101.315,75.3395,55.8332,-192.575,-189.346,156.263,134.516,-64.739,330.719
12.52,105.299,101.243,75.6134,56.0528,-192.664,-189.417,156.471,134.683,-54.909,332.25
12.56,105.207,101.17,75.8862,56.2715,-192.753,-189.488,156.677,134.849,-44.8663,333.129
12.6,105.114,101.096,76.1578,56.4893,-192.842,-189.559,156.881,135.013,-34.6492,333.326
12.64,105.02,101.021,76.4283,56.7063,-192.931,-189.63,157.083,135.175,-24.3078,332.81
12.68,104.924,100.912,76.6977,57.0167,-193.02,-189.733,157.283,135.406,-9.38574,330.781
12.72,104.828,100.835,76.9659,57.2318,-193.109,-189.804,157.481,135.565,0.961399,328.451
12.76,104.73,100.757,77.233,57.446,-193.198,-189.876,157.677,135.723,11.2389,325.345
12.8,104.631,100.678,77.4989,57.6592,-193.288,-189.947,157.872,135.88,21.3737,321.458
12.84,104.531,100.562,77.7637,57.9711,-193.377,-190.052,158.064,136.107,35.8353,314.337
12.88,104.43,100.481,78.0274,58.1825,-193.466,-190.123,158.255,136.26,45.2933,308.54
12.92,104.328,100.402,78.2899,58.3865,-193.555,-190.192,158.443,136.407,54.1075,302.187
12.96,104.225,100.323,78.5513,58.5895,-193.645,-190.262,158.63,136.553,62.5041,295.13
13,104.12,100.24,78.8116,58.7982,-193.734,-190.333,158.815,136.702,70.6739,287.119
13.04,104.015,100.156,79.0707,59.006,-193.823,-190.405,158.998,136.849,78.2595,278.406
13.08,103.908,100.071,79.3287,59.213,-193.913,-190.476,159.179,136.995,85.1931,269.024
13.12,103.801,99.9851,79.5856,59.4189,-194.002,-190.548,159.359,137.139,91.3989,259.027
13.16,103.692,99.8985,79.8413,59.624,-194.092,-190.619,159.536,137.282,96.8151,248.458
13.2,103.582,99.8109,80.096,59.8284,-194.181,-190.691,159.712,137.423,101.379,237.37
13.24,103.471,99.6839,80.3495,60.1205,-194.27,-190.794,159.886,137.624,106.306,220.737
13.28,103.359,99.5946,80.6018,60.3229,-194.36,-190.865,160.057,137.762,108.537,208.771
13.32,103.245,99.5044,80.8531,60.5244,-194.449,-190.937,160.227,137.899,109.738,196.557
13.36,103.131,99.4134,81.1032,60.725,-194.539,-191.008,160.396,138.034,109.87,184.187
13.4,103.016,99.3215,81.3522,60.9247,-194.628,-191.08,160.562,138.168,108.902,171.753
13.44,102.899,99.2288,81.6001,61.1235,-194.718,-191.151,160.726,138.3,106.811,159.361
13.48,102.782,99.1352,81.8469,61.3214,-194.807,-191.223,160.889,138.431,103.586,147.122
13.52,102.663,98.9995,82.0926,61.6046,-194.896,-191.326,161.05,138.617,96.9685,130.029
13.56,102.544,98.9042,82.3371,61.8007,-194.986,-191.397,161.209,138.745,91.0113,118.65
13.6,102.423,98.808,82.5805,61.9959,-195.075,-191.469,161.366,138.871,83.9622,107.796
13.64,102.301,98.711,82.8228,62.1903,-195.165,-191.54,161.521,138.996,75.8532,97.5783
13.68,102.178,98.6132,83.064,62.3838,-195.254,-191.612,161.674,139.12,66.7328,88.1099
13.72,102.055,98.5145,83.3041,62.5763,-195.343,-191.683,161.826,139.242,56.6724,79.5097
13.76,101.93,98.4181,83.5431,62.7619,-195.433,-191.753,161.976,139.359,46.0832,72.0923
13.8,101.804,98.2739,83.781,63.0362,-195.522,-191.855,162.124,139.53,29.0496,62.9614
13.84,101.677,98.1727,84.0177,63.2261,-195.611,-191.927,162.27,139.648,16.4167,58.0533
13.88,101.549,98.0707,84.2534,63.4151,-195.7,-191.998,162.414,139.764,3.24434,54.4096
13.92,101.42,97.9679,84.4879,63.6033,-195.79,-192.07,162.557,139.878,-10.3447,52.1012
13.96,101.29,97.8642,84.7214,63.7905,-195.879,-192.141,162.697,139.992,-24.2061,51.1876
14,101.159,97.7598,84.9537,63.9768,-195.968,-192.212,162.836,140.104,-38.2108,51.7123
14.04,101.027,97.6545,85.1849,64.1623,-196.057,-192.284,162.973,140.214,-52.2088,53.7069
14.08,100.894,97.502,85.4151,64.4276,-196.146,-192.386,163.108,140.37,-71.9658,59.1625
14.12,100.76,97.3951,85.6441,64.6113,-196.235,-192.457,163.242,140.478,-85.2438,64.7445
14.16,100.624,97.2874,85.872,64.7942,-196.324,-192.529,163.373,140.584,-97.9729,71.7687
14.2,100.488,97.1823,86.0988,64.9704,-196.413,-192.598,163.503,140.685,-109.627,79.9049
14.24,100.351,97.073,86.3246,65.1515,-196.502,-192.669,163.631,140.788,-120.81,89.6224
14.28,100.213,96.9628,86.5492,65.3318,-196.591,-192.74,163.757,140.89,-130.985,100.605
14.32,100.074,96.852,86.7728,65.511,-196.68,-192.811,163.882,140.99,-139.978,112.725
14.36,99.934,96.6914,86.9952,65.7675,-196.768,-192.913,164.004,141.132,-150.589,131.915
14.4,99.7929,96.5789,87.2166,65.9451,-196.857,-192.984,164.125,141.23,-156.188,146.292
14.44,99.6509,96.4657,87.4368,66.1217,-196.946,-193.055,164.244,141.326,-160.207,161.336
14.48,99.5079,96.3516,87.656,66.2976,-197.034,-193.126,164.361,141.42,-162.562,176.891
14.52,99.3639,96.2368,87.8741,66.4725,-197.123,-193.197,164.477,141.513,-163.18,192.763
14.56,99.219,96.1212,88.0911,66.6466,-197.211,-193.268,164.591,141.605,-162.012,208.763
14.6,99.073,96.0048,88.307,66.8198,-197.3,-193.338,164.702,141.695,-159.029,224.684
14.64,98.9262,95.8364,88.5218,67.0675,-197.388,-193.44,164.813,141.823,-151.574,246.974
14.68,98.7783,95.7186,88.7355,67.2389,-197.476,-193.511,164.921,141.911,-144.233,261.767
14.72,98.6296,95.5999,88.9482,67.4096,-197.564,-193.581,165.028,141.997,-135.174,275.764
14.76,98.4798,95.4805,89.1598,67.5793,-197.652,-193.652,165.132,142.081,-124.493,288.743
14.8,98.3292,95.3603,89.3702,67.7481,-197.74,-193.722,165.236,142.164,-112.288,300.517
14.84,98.1775,95.2393,89.5796,67.9161,-197.828,-193.793,165.337,142.246,-98.6997,310.891
14.88,98.025,95.1176,89.788,68.0833,-197.916,-193.863,165.436,142.327,-83.8854,319.693
14.92,97.8715,94.9416,89.9952,68.3222,-198.004,-193.964,165.534,142.44,-60.8583,329.266
14.96,97.7171,94.8184,90.2014,68.4877,-198.092,-194.034,165.63,142.518,-43.9183,333.615
15,97.5617,94.6945,90.4065,68.6522,-198.179,-194.104,165.725,142.594,-26.4759,335.956
15.04,97.4055,94.5698,90.6105,68.8159,-198.267,-194.174,165.817,142.669,-8.76451,336.219
15.08,97.2483,94.4444,90.8134,68.9787,-198.354,-194.244,165.908,142.742,8.95212,334.36
15.12,97.0902,94.3183,91.0153,69.1407,-198.442,-194.314,165.997,142.814,26.4094,330.371
15.16,96.9312,94.1914,91.2161,69.3018,-198.529,-194.384,166.084,142.885,43.3464,324.272
15.2,96.7713,94.0079,91.4158,69.5321,-198.616,-194.484,166.17,142.984,66.2057,311.955
15.24,96.6104,93.8796,91.6145,69.6915,-198.703,-194.554,166.254,143.052,80.7158,301.066
15.28,96.4487,93.7506,91.8121,69.8501,-198.79,-194.624,166.336,143.118,93.8218,288.419
15.32,96.2861,93.6222,92.0086,70.006,-198.877,-194.692,166.416,143.183,105.173,274.356
15.36,96.1226,93.4918,92.204,70.1628,-198.963,-194.762,166.495,143.246,114.818,258.767
15.4,95.9582,93.3646,92.3984,70.314,-199.05,-194.829,166.572,143.307,122.233,242.563
15.44,95.7929,93.2369,92.5918,70.4642,-199.136,-194.896,166.647,143.365,127.599,225.532
15.48,95.6267,93.0463,92.784,70.6859,-199.223,-194.995,166.721,143.451,131.564,199.298
15.52,95.4597,92.913,92.9752,70.8394,-199.309,-195.064,166.793,143.509,131.403,180.791
15.56,95.2918,92.7789,93.1654,70.9919,-199.395,-195.133,166.863,143.566,128.813,162.427
15.6,95.123,92.6442,93.3544,71.1437,-199.481,-195.202,166.931,143.621,123.808,144.521
15.64,94.9533,92.5089,93.5424,71.2945,-199.567,-195.271,166.998,143.675,116.446,127.408
15.68,94.7828,92.3727,93.7294,71.4445,-199.653,-195.34,167.063,143.728,106.825,111.392
15.72,94.6115,92.236,93.9153,71.5937,-199.738,-195.408,167.126,143.779,95.0966,96.7915
15.76,94.4392,92.0383,94.1002,71.807,-199.824,-195.507,167.188,143.851,74.9463,78.8623
15.8,94.2662,91.8398,94.2839,72.019,-199.909,-195.605,167.248,143.921,51.6076,65.2256
15.84,94.0922,91.7009,94.4667,72.1657,-199.994,-195.673,167.306,143.968,33.921,58.5792
15.88,93.9175,91.5614,94.6484,72.3114,-200.08,-195.741,167.362,144.014,15.417,54.4489
15.92,93.7419,91.4212,94.829,72.4564,-200.165,-195.809,167.417,144.059,-3.58085,52.9456
15.96,93.5654,91.2188,95.0086,72.6635,-200.249,-195.907,167.47,144.121,-30.9634,55.5109
16,93.3882,91.0153,95.1871,72.8695,-200.334,-196.005,167.521,144.181,-57.4212,63.6237
16.04,93.2101,90.8731,95.3646,73.012,-200.419,-196.072,167.571,144.221,-74.7051,72.4283
16.08,93.0311,90.7348,95.5411,73.1491,-200.503,-196.138,167.619,144.259,-90.1817,83.2878
16.12,92.8514,90.5912,95.7165,73.29,-200.587,-196.205,167.666,144.297,-104.53,96.734
16.16,92.6708,90.4471,95.8908,73.4298,-200.671,-196.273,167.71,144.333,-116.884,112.196
16.2,92.4894,90.3023,96.0641,73.569,-200.755,-196.34,167.753,144.368,-126.975,129.411
16.24,92.3072,90.1568,96.2364,73.7072,-200.839,-196.407,167.795,144.402,-134.543,148.038
16.28,92.1243,89.9468,96.4076,73.9047,-200.923,-196.503,167.834,144.449,-140.611,176.519
16.32,91.9405,89.8,96.5778,74.0414,-201.006,-196.57,167.872,144.48,-141.306,196.97
16.36,91.7559,89.6527,96.747,74.1771,-201.089,-196.637,167.909,144.51,-139.03,217.458
16.4,91.5705,89.5046,96.9151,74.3121,-201.172,-196.703,167.944,144.538,-133.779,237.575
16.44,91.3843,89.356,97.0822,74.4461,-201.255,-196.77,167.977,144.565,-125.619,256.862
16.48,91.1973,89.2067,97.2482,74.5794,-201.338,-196.836,168.008,144.591,-114.674,274.903
16.52,91.0096,89.0568,97.4132,74.7119,-201.421,-196.902,168.038,144.616,-101.134,291.288
16.56,90.8211,88.8404,97.5772,74.901,-201.503,-196.997,168.066,144.649,-77.6679,311.163
16.6,90.6318,88.6891,97.7401,75.032,-201.585,-197.063,168.092,144.671,-58.9966,321.981
16.64,90.4417,88.5375,97.902,75.1618,-201.668,-197.129,168.117,144.691,-38.8666,329.998
16.68,90.2508,88.385,98.0629,75.291,-201.749,-197.194,168.14,144.71,-17.6445,335.024
16.72,90.0592,88.2321,98.2228,75.4193,-201.831,-197.26,168.162,144.728,4.1711,336.895
16.76,89.8669,88.0784,98.3816,75.5468,-201.913,-197.325,168.182,144.745,26.1353,335.532
16.8,89.6738,87.9242,98.5394,75.6734,-201.994,-197.39,168.2,144.76,47.7254,330.926
16.84,89.4799,87.7017,98.6961,75.8543,-202.075,-197.484,168.217,144.78,77.1197,318.785
16.88,89.2853,87.5462,98.8519,75.9794,-202.156,-197.549,168.232,144.793,95.7605,306.728
16.92,89.0899,87.3902,99.0066,76.1036,-202.237,-197.613,168.245,144.804,112.408,291.987
16.96,88.8938,87.2336,99.1603,76.227,-202.318,-197.678,168.257,144.814,126.66,274.878
17,88.6969,87.0764,99.313,76.3495,-202.398,-197.742,168.267,144.823,138.158,255.784
17.04,88.4994,86.9186,99.4646,76.4713,-202.478,-197.807,168.275,144.83,146.608,235.137
17.08,88.301,86.7601,99.6152,76.5923,-202.558,-197.871,168.282,144.837,151.779,213.423
17.12,88.102,86.5316,99.7649,76.7649,-202.638,-197.963,168.288,144.844,153.181,181.428
17.16,87.9023,86.3721,99.9135,76.8842,-202.718,-198.026,168.291,144.847,149.902,159.39
17.2,87.7018,86.212,100.061,77.0027,-202.797,-198.09,168.293,144.85,143.189,138.144
17.24,87.5006,86.0563,100.208,77.1167,-202.876,-198.151,168.294,144.851,133.541,118.822
17.28,87.2987,85.895,100.353,77.2336,-202.955,-198.215,168.293,144.85,120.561,100.691
17.32,87.0961,85.7331,100.498,77.3497,-203.034,-198.278,168.29,144.849,104.826,84.8842
17.36,86.8928,85.5707,100.641,77.4649,-203.112,-198.341,168.286,144.846,86.7165,71.8236
17.4,86.6887,85.3365,100.784,77.6294,-203.191,-198.431,168.28,144.84,57.4918,58.5961
17.44,86.484,85.1729,100.925,77.7431,-203.269,-198.493,168.272,144.835,35.6591,53.6192
17.48,86.2786,85.0089,101.066,77.8559,-203.346,-198.556,168.263,144.828,13.265,52.3088
17.52,86.0725,84.8493,101.205,77.9645,-203.424,-198.616,168.253,144.82,-8.44698,54.6045
17.56,85.8658,84.6842,101.344,78.0756,-203.501,-198.678,168.24,144.811,-30.2125,60.6203
17.6,85.6583,84.5185,101.481,78.186,-203.579,-198.74,168.226,144.801,-50.7776,70.2254
17.64,85.4502,84.3522,101.618,78.2956,-203.656,-198.801,168.211,144.789,-69.5497,83.1968
17.68,85.2414,84.1854,101.753,78.4044,-203.732,-198.863,168.194,144.776,-85.9792,99.2117
17.72,85.0319,84.0181,101.888,78.5124,-203.809,-198.924,168.175,144.762,-99.5802,117.863
17.76,84.8217,83.8502,102.021,78.6196,-203.885,-198.985,168.155,144.746,-109.935,138.662
17.8,84.6109,83.6029,102.154,78.7759,-203.961,-199.075,168.134,144.722,-118.576,171.897
17.84,84.3995,83.3547,102.285,78.931,-204.037,-199.164,168.11,144.695,-118.851,206.546
17.88,84.1874,83.1058,102.416,79.0849,-204.112,-199.253,168.085,144.667,-110.611,240.527
17.92,83.9746,82.8562,102.545,79.2377,-204.187,-199.341,168.059,144.637,-94.2242,271.766
17.96,83.7612,82.6856,102.674,79.3409,-204.262,-199.401,168.031,144.615,-78.8214,290.476
18,83.5471,82.5146,102.801,79.4433,-204.337,-199.461,168.002,144.592,-60.4117,306.474
18.04,83.3324,82.3431,102.928,79.545,-204.412,-199.521,167.97,144.568,-39.4863,319.269
18.08,83.1171,82.1709,103.053,79.6458,-204.486,-199.58,167.938,144.542,-16.597,328.465
18.12,82.9011,82.0038,103.178,79.7427,-204.56,-199.638,167.904,144.516,6.83034,333.646
18.16,82.6845,81.8362,103.301,79.8388,-204.633,-199.695,167.868,144.489,30.8917,334.988
18.2,82.4673,81.5813,103.424,79.9834,-204.707,-199.782,167.831,144.447,67.0962,329.567
18.24,82.2495,81.4072,103.545,80.0811,-204.78,-199.84,167.792,144.416,90.5575,320.84
18.28,82.031,81.2381,103.666,80.1749,-204.853,-199.897,167.752,144.385,111.604,308.726
18.32,81.812,81.063,103.785,80.271,-204.926,-199.955,167.71,144.353,130.983,292.76
18.36,81.5923,80.8876,103.904,80.3663,-204.998,-200.013,167.666,144.318,147.369,273.748
18.4,81.372,80.717,104.022,80.4578,-205.07,-200.069,167.621,144.284,159.938,252.913
18.44,81.1511,80.546,104.138,80.5486,-205.142,-200.125,167.575,144.249,168.869,230.286
18.48,80.9296,80.3691,104.254,80.6416,-205.213,-200.182,167.527,144.211,173.982,205.736
18.52,80.7076,80.1916,104.369,80.7337,-205.285,-200.239,167.477,144.172,174.756,180.691
18.56,80.4849,80.0137,104.482,80.8251,-205.356,-200.296,167.426,144.132,171.149,155.94
18.6,80.2616,79.8353,104.595,80.9157,-205.426,-200.353,167.374,144.09,163.255,132.241
18.64,80.0378,79.6564,104.707,81.0055,-205.497,-200.409,167.32,144.048,151.301,110.339
18.68,79.8134,79.4769,104.817,81.0946,-205.567,-200.466,167.264,144.004,135.645,90.9349
18.72,79.5884,79.2186,104.927,81.2213,-205.637,-200.546,167.207,143.939,107.715,68.7196
18.76,79.3628,79.0383,105.036,81.3088,-205.706,-200.602,167.149,143.893,85.3492,57.898
18.8001,79.1367,78.8576,105.144,81.3955,-205.775,-200.657,167.089,143.845,61.3745,51.3145
18.8401,78.91,78.6765,105.251,81.4814,-205.844,-200.713,167.027,143.797,36.5794,49.2144
18.8801,78.6828,78.4948,105.357,81.5665,-205.913,-200.768,166.964,143.747,11.7745,51.6955
18.9201,78.4549,78.3128,105.462,81.6509,-205.981,-200.822,166.899,143.696,-12.2133,58.7089
18.9601,78.2266,78.1303,105.566,81.7344,-206.049,-200.877,166.833,143.643,-34.573,70.0555
19.0001,77.9977,77.8673,105.669,81.8535,-206.117,-200.955,166.766,143.567,-62.3223,93.2189
19.0401,77.7682,77.6839,105.771,81.9355,-206.184,-201.009,166.697,143.512,-77.6397,113.394
19.0801,77.5382,77.5,105.872,82.0168,-206.252,-201.063,166.626,143.456,-89.0436,136.178
19.1201,77.3077,77.3158,105.972,82.0973,-206.318,-201.116,166.554,143.399,-96.0966,160.799
19.1601,77.0766,77.1312,106.071,82.177,-206.385,-201.17,166.481,143.341,-98.5231,186.467
19.2001,76.845,76.946,106.169,82.2559,-206.451,-201.223,166.406,143.281,-96.1838,212.323
19.2401,76.6129,76.7605,106.266,82.3341,-206.517,-201.276,166.329,143.221,-89.1027,237.48
19.2801,76.3803,76.5745,106.363,82.4115,-206.582,-201.328,166.251,143.159,-77.4637,261.08
19.3201,76.1471,76.3882,106.458,82.4882,-206.647,-201.38,166.172,143.096,-61.6174,282.29
19.3601,75.9134,76.1197,106.552,82.5972,-206.712,-201.455,166.091,143.004,-32.4916,307.12
19.4001,75.6792,75.9325,106.646,82.6724,-206.777,-201.507,166.009,142.939,-8.73837,319.585
19.4401,75.4445,75.7449,106.738,82.7467,-206.841,-201.559,165.925,142.872,17.0101,327.569
19.4801,75.2093,75.5569,106.83,82.8203,-206.905,-201.61,165.84,142.805,43.8987,330.758
19.5201,74.9736,75.3685,106.92,82.8931,-206.968,-201.661,165.753,142.736,71.0064,329.001
19.5601,74.7374,75.0972,107.01,82.9967,-207.032,-201.734,165.665,142.635,108.478,317.909
19.6001,74.5007,74.8251,107.098,83.0992,-207.094,-201.806,165.575,142.533,141.818,297.398
19.6401,74.2635,74.6355,107.186,83.1698,-207.157,-201.856,165.484,142.461,161.283,278.299
19.6801,74.0259,74.4456,107.273,83.2396,-207.219,-201.906,165.392,142.387,176.894,255.96
19.7201,73.7877,74.2553,107.359,83.3086,-207.281,-201.956,165.298,142.313,188.1,231.142
19.7601,73.5491,74.0656,107.443,83.3765,-207.342,-202.005,165.202,142.237,194.47,204.865
19.8001,73.31,73.7913,107.527,83.4733,-207.404,-202.075,165.105,142.127,194.837,166.025
19.8401,73.0705,73.516,107.61,83.5693,-207.464,-202.145,165.007,142.015,184.778,128.613
19.8801,72.8304,73.3301,107.692,83.6333,-207.525,-202.192,164.907,141.938,172.454,105.639
19.9201,72.5899,73.0538,107.773,83.7271,-207.585,-202.262,164.806,141.823,146.972,76.8071
19.9601,72.349,72.8672,107.854,83.7895,-207.644,-202.308,164.704,141.744,125.792,61.8774
20.0001,72.1076,72.5898,107.933,83.8812,-207.704,-202.376,164.6,141.625,90.2129,47.6883
20.0401,71.8657,72.3964,108.011,83.9442,-207.763,-202.424,164.494,141.541,63.811,43.9509
20.0801,71.6234,72.2027,108.088,84.0064,-207.821,-202.471,164.388,141.456,37.188,45.4482
20.1201,71.3807,71.9238,108.165,84.0948,-207.88,-202.538,164.279,141.332,0.547504,56.6547
20.1601,71.1375,71.7294,108.24,84.1556,-207.937,-202.584,164.17,141.245,-22.4425,70.3694
20.2001,70.8939,71.5345,108.315,84.2156,-207.995,-202.631,164.059,141.157,-42.3595,88.4073
20.2401,70.6498,71.3395,108.388,84.2748,-208.052,-202.676,163.946,141.068,-58.3896,110.078
20.2801,70.4053,71.144,108.461,84.3334,-208.109,-202.722,163.832,140.977,-69.9111,134.608
20.3201,70.1604,70.8625,108.533,84.4164,-208.165,-202.787,163.717,140.845,-77.6263,172.981
20.3601,69.9151,70.6665,108.603,84.4734,-208.221,-202.832,163.6,140.752,-76.4904,200.415
20.4001,69.6694,70.47,108.673,84.5297,-208.277,-202.877,163.482,140.658,-69.9849,227.279
20.4401,69.4232,70.2731,108.742,84.5852,-208.332,-202.921,163.363,140.563,-58.3015,252.534
20.4801,69.1766,70.076,108.81,84.64,-208.387,-202.965,163.242,140.467,-41.8464,275.174
20.5201,68.9297,69.8786,108.877,84.6941,-208.441,-203.009,163.119,140.37,-21.2008,294.319
20.5601,68.6823,69.6808,108.944,84.7474,-208.495,-203.052,162.996,140.271,2.89084,309.206
20.6001,68.4345,69.4022,109.009,84.8213,-208.549,-203.113,162.871,140.132,40.834,321.793
20.6401,68.1864,69.2038,109.073,84.8732,-208.602,-203.155,162.744,140.031,69.333,324.296
20.6801,67.9378,69.005,109.137,84.9243,-208.655,-203.198,162.616,139.929,97.8816,321.263
20.7201,67.6889,68.806,109.199,84.9747,-208.707,-203.24,162.487,139.826,125.366,312.782
20.7601,67.4396,68.6067,109.261,85.0243,-208.76,-203.282,162.357,139.722,150.741,299.148
20.8001,67.1898,68.407,109.321,85.0732,-208.811,-203.323,162.225,139.617,173.035,280.853
20.8401,66.9398,68.2071,109.381,85.1214,-208.862,-203.364,162.091,139.511,191.352,258.608
20.8801,66.6893,67.9193,109.44,85.1895,-208.913,-203.423,161.957,139.357,209.331,221.446
20.9201,66.4385,67.7186,109.498,85.2362,-208.964,-203.464,161.821,139.249,215.344,193.381
20.9601,66.1873,67.5176,109.555,85.2823,-209.014,-203.504,161.683,139.139,215.726,164.739
21.0001,65.9358,67.3167,109.611,85.3275,-209.063,-203.544,161.544,139.029,210.47,136.723
21.0401,65.6839,67.1153,109.666,85.372,-209.112,-203.583,161.404,138.917,199.778,110.36
21.0801,65.4316,66.9135,109.72,85.4158,-209.161,-203.622,161.263,138.805,184.084,86.745
21.1201,65.179,66.7116,109.774,85.4588,-209.209,-203.661,161.12,138.691,164.037,66.8399
21.1601,64.9261,66.4209,109.826,85.5197,-209.257,-203.717,160.976,138.526,129.253,46.2902
21.2001,64.6728,66.2183,109.878,85.5613,-209.305,-203.755,160.83,138.41,102.295,38.4274
21.2401,64.4192,66.0155,109.928,85.6021,-209.352,-203.793,160.683,138.293,74.3455,36.2481
21.2801,64.1652,65.7236,109.978,85.6599,-209.399,-203.846,160.535,138.123,34.747,43.2183
21.3201,63.911,65.5202,110.027,85.6993,-209.445,-203.884,160.385,138.004,9.22864,54.8285
21.3601,63.6563,65.3167,110.075,85.738,-209.49,-203.92,160.234,137.884,-13.3829,71.4755
21.4001,63.4014,65.1127,110.122,85.776,-209.536,-203.957,160.082,137.762,-32.1419,92.5039
21.4401,63.1462,64.8194,110.168,85.8296,-209.581,-204.009,159.929,137.586,-50.7147,128.583
21.4801,62.8906,64.615,110.213,85.8662,-209.625,-204.044,159.774,137.463,-57.0103,156.328
21.5201,62.6347,64.4104,110.257,85.902,-209.669,-204.08,159.617,137.339,-57.486,184.929
