Time,Theta1_planned,Theta1_current,Theta2_planned,Theta2_current,h3_planned,h3_current,Theta4_planned,Theta4_current,x,y
21.5601,62.3785,64.2056,110.301,85.9371,-209.713,-204.115,159.46,137.213,-52.0784,213.171
21.6001,62.122,64.0004,110.343,85.9715,-209.756,-204.149,159.301,137.086,-40.9581,239.896
21.6401,61.8652,63.795,110.385,86.0052,-209.798,-204.184,159.141,136.959,-24.5406,263.956
21.6801,61.6082,63.5895,110.426,86.0382,-209.84,-204.218,158.979,136.83,-3.48821,284.3
21.7201,61.3508,63.2937,110.466,86.0845,-209.882,-204.266,158.816,136.643,33.1956,305.347
21.7601,61.0931,63.0876,110.505,86.1161,-209.923,-204.299,158.652,136.513,61.7358,313.382
21.8001,60.8352,62.8813,110.543,86.1469,-209.964,-204.332,158.487,136.381,91.4184,315.54
21.8401,60.5769,62.6748,110.58,86.177,-210.005,-204.364,158.32,136.248,121.028,311.7
21.8801,60.3184,62.468,110.616,86.2064,-210.044,-204.396,158.152,136.114,149.344,301.985
21.9201,60.0596,62.261,110.652,86.2351,-210.084,-204.428,157.983,135.979,175.17,286.779
21.9601,59.8006,62.0538,110.686,86.2631,-210.123,-204.459,157.812,135.843,197.43,266.699
22.0001,59.5413,61.7558,110.72,86.3024,-210.161,-204.504,157.64,135.646,221.341,231.006
22.0401,59.2817,61.5482,110.753,86.3289,-210.199,-204.535,157.467,135.508,231.385,202.857
22.0801,59.0219,61.3403,110.785,86.3548,-210.237,-204.565,157.292,135.368,235.506,173.334
22.1201,58.7618,61.1321,110.816,86.38,-210.274,-204.595,157.116,135.228,233.532,143.654
22.1601,58.5014,60.9241,110.846,86.4044,-210.31,-204.624,156.939,135.087,225.568,115.16
22.2001,58.2408,60.7157,110.875,86.4282,-210.346,-204.653,156.761,134.945,211.959,88.9985
22.2401,57.98,60.5071,110.903,86.4513,-210.382,-204.682,156.581,134.802,193.301,66.3061
22.2801,57.7189,60.2069,110.931,86.4834,-210.417,-204.722,156.4,134.594,159.33,41.6912
22.3201,57.4576,59.9979,110.958,86.5051,-210.452,-204.75,156.218,134.449,132.172,31.1678
22.3601,57.1961,59.7887,110.983,86.526,-210.486,-204.778,156.034,134.302,103.496,26.616
22.4001,56.9343,59.5794,111.008,86.5463,-210.52,-204.805,155.849,134.155,74.5525,28.2293
22.4401,56.6723,59.3699,111.032,86.5658,-210.553,-204.832,155.663,134.007,46.6349,35.9403
22.4801,56.4101,59.0552,111.055,86.5941,-210.585,-204.871,155.476,133.783,9.39265,58.134
22.5201,56.1477,58.7535,111.078,86.6202,-210.618,-204.909,155.288,133.566,-18.0122,89.4856
22.5601,55.885,58.5434,111.099,86.6377,-210.649,-204.934,155.098,133.415,-30.8696,115.616
22.6001,55.6222,58.2412,111.12,86.6618,-210.68,-204.97,154.907,133.196,-39.077,156.798
22.6401,55.3591,58.0308,111.139,86.6779,-210.711,-204.995,154.714,133.043,-37.2311,186.171
22.6801,55.0959,57.8203,111.158,86.6933,-210.741,-205.019,154.521,132.888,-29.1993,214.655
22.7201,54.8324,57.6095,111.176,86.708,-210.771,-205.043,154.326,132.733,-15.2897,240.978
22.7601,54.5688,57.4052,111.193,86.7216,-210.8,-205.066,154.13,132.581,3.24751,263.289
22.8001,54.3049,57.1019,111.209,86.7407,-210.828,-205.099,153.932,132.355,38.2905,288.594
22.8401,54.0409,56.8906,111.225,86.7533,-210.857,-205.122,153.734,132.196,66.5507,299.598
22.8801,53.7767,56.6793,111.239,86.7653,-210.884,-205.144,153.534,132.037,96.5937,304.553
22.9201,53.5123,56.3754,111.253,86.7814,-210.911,-205.175,153.333,131.806,140.281,300.651
22.9601,53.2477,56.1637,111.265,86.792,-210.938,-205.197,153.13,131.645,169.182,290.392
23.0001,52.983,55.952,111.277,86.8019,-210.964,-205.218,152.927,131.483,195.399,274.398
23.0401,52.7181,55.6473,111.288,86.8151,-210.989,-205.247,152.722,131.248,226.108,242.787
23.0801,52.453,55.4353,111.299,86.8236,-211.014,-205.268,152.516,131.084,241.311,216.136
23.1201,52.1878,55.2298,111.308,86.8312,-211.038,-205.287,152.309,130.923,250.47,187.922
23.1602,51.9224,55.0175,111.317,86.8384,-211.062,-205.306,152.1,130.757,253.781,157.56
23.2002,51.6569,54.8051,111.324,86.8448,-211.086,-205.325,151.891,130.59,250.72,127.28
23.2402,51.3912,54.5922,111.331,86.8506,-211.108,-205.343,151.68,130.421,241.415,98.3635
23.2802,51.1254,54.3799,111.337,86.8557,-211.131,-205.361,151.468,130.252,226.368,72.2562
23.3202,50.8594,54.0741,111.342,86.8621,-211.152,-205.387,151.255,130.008,196.023,41.6996
23.3602,50.5933,53.8612,111.346,86.8658,-211.174,-205.404,151.04,129.837,170.219,26.6565
23.4002,50.3271,53.6482,111.35,86.8689,-211.194,-205.421,150.824,129.664,141.911,17.5133
23.4402,50.0607,53.4351,111.352,86.8713,-211.214,-205.437,150.607,129.491,112.397,14.6707
23.4802,49.7942,53.2218,111.354,86.873,-211.234,-205.453,150.389,129.317,83.021,18.2511
23.5202,49.5276,53.0086,111.355,86.8741,-211.253,-205.468,150.17,129.142,55.1821,28.074
23.5602,49.2608,52.7952,111.355,86.8744,-211.271,-205.483,149.949,128.966,30.1282,43.6963
23.6002,48.994,52.4884,111.354,86.874,-211.289,-205.504,149.728,128.712,1.34795,74.7852
23.6402,48.727,52.2748,111.353,86.873,-211.306,-205.518,149.505,128.534,-12.3469,101.048
23.6802,48.4599,52.0611,111.35,86.8714,-211.323,-205.532,149.281,128.355,-20.0579,129.737
23.7202,48.1928,51.8474,111.347,86.8691,-211.339,-205.545,149.056,128.176,-21.4027,159.52
23.7602,47.9255,51.6336,111.343,86.8661,-211.355,-205.557,148.829,127.995,-16.2866,189.043
23.8002,47.6581,51.4197,111.338,86.8625,-211.37,-205.57,148.601,127.813,-4.91099,216.92
23.8402,47.3907,51.2057,111.332,86.8581,-211.384,-205.581,148.373,127.631,12.2431,241.869
23.8802,47.1231,50.9917,111.325,86.8532,-211.398,-205.593,148.143,127.447,34.4202,262.718
23.9202,46.8555,50.7775,111.318,86.8475,-211.411,-205.604,147.912,127.262,60.6416,278.492
23.9602,46.5878,50.5633,111.309,86.8412,-211.424,-205.614,147.679,127.077,89.7426,288.442
24.0002,46.32,50.3491,111.3,86.8342,-211.436,-205.624,147.446,126.891,120.406,292.083
24.0402,46.0521,50.1348,111.29,86.8266,-211.448,-205.634,147.211,126.703,151.261,289.222
24.0802,45.7842,49.9271,111.28,86.8186,-211.459,-205.642,146.975,126.521,180.029,280.346
24.1202,45.5162,49.7126,111.268,86.8096,-211.469,-205.651,146.738,126.332,207.269,265.256
24.1602,45.2481,49.4044,111.256,86.7958,-211.479,-205.662,146.5,126.059,239.604,234.436
24.2002,44.98,49.1898,111.242,86.7855,-211.488,-205.67,146.261,125.868,255.976,207.952
24.2402,44.7118,48.9753,111.228,86.7746,-211.497,-205.677,146.02,125.676,266.437,178.7
24.2802,44.4436,48.7607,111.213,86.763,-211.505,-205.684,145.779,125.483,270.539,147.988
24.3202,44.1753,48.546,111.198,86.7507,-211.512,-205.69,145.536,125.289,268.109,117.189
24.3602,43.907,48.3314,111.181,86.7378,-211.519,-205.696,145.292,125.094,259.285,87.7321
24.4002,43.6386,48.0228,111.164,86.7183,-211.525,-205.703,145.047,124.813,236.312,50.353
24.4402,43.3702,47.808,111.145,86.7041,-211.531,-205.708,144.801,124.617,214.232,29.4505
24.4802,43.1018,47.6,111.126,86.6897,-211.536,-205.712,144.554,124.426,189.169,14.2409
24.5202,42.8333,47.3851,111.107,86.6742,-211.54,-205.716,144.305,124.227,160.683,4.4259
24.5602,42.5649,47.1703,111.086,86.658,-211.544,-205.719,144.056,124.028,130.872,1.01871
24.6002,42.2964,46.9555,111.065,86.6412,-211.547,-205.722,143.805,123.828,101.135,4.15521
24.6402,42.0279,46.7406,111.042,86.6237,-211.55,-205.724,143.553,123.627,72.8707,13.6679
24.6802,41.7593,46.4318,111.019,86.5976,-211.552,-205.727,143.3,123.337,37.4505,37.5322
24.7202,41.4908,46.2169,110.995,86.5789,-211.553,-205.728,143.046,123.134,18.0585,60.124
24.7602,41.2223,46.002,110.971,86.5595,-211.554,-205.729,142.791,122.93,4.0555,86.4376
24.8002,40.9537,45.7872,110.945,86.5394,-211.554,-205.729,142.535,122.725,-3.88567,115.231
24.8402,40.6852,45.5723,110.919,86.5187,-211.554,-205.729,142.278,122.52,-5.37553,145.158
24.8802,40.4166,45.3574,110.892,86.4973,-211.552,-205.728,142.019,122.313,-0.3181,174.818
24.9202,40.1481,45.1425,110.864,86.4753,-211.551,-205.727,141.759,122.106,11.0759,202.805
24.9602,39.8796,44.8337,110.835,86.4428,-211.548,-205.725,141.499,121.807,37.4849,237.501
25.0002,39.6111,44.6188,110.806,86.4195,-211.545,-205.723,141.237,121.598,61.6885,256.204
25.0402,39.3426,44.404,110.776,86.3956,-211.541,-205.72,140.974,121.388,89.4516,269.402
25.0802,39.0742,44.1958,110.745,86.3718,-211.537,-205.717,140.71,121.184,118.555,276.338
25.1202,38.8058,43.9811,110.713,86.3466,-211.532,-205.713,140.445,120.972,149.532,277.113
25.1602,38.5374,43.7663,110.68,86.3208,-211.527,-205.709,140.179,120.759,180.1,271.345
25.2002,38.269,43.5516,110.646,86.2943,-211.52,-205.704,139.911,120.546,208.834,259.283
25.2402,38.0007,43.243,110.612,86.2553,-211.513,-205.697,139.643,120.238,244.376,232.047
25.2802,37.7324,42.9277,110.577,86.2146,-211.506,-205.688,139.374,119.922,270.638,194.589
25.3202,37.4642,42.713,110.541,86.1862,-211.498,-205.682,139.103,119.706,281.377,165.332
25.3602,37.1961,42.4984,110.505,86.1572,-211.489,-205.675,138.831,119.489,285.745,134.555
25.4002,36.9279,42.2838,110.467,86.1276,-211.479,-205.668,138.559,119.271,283.566,103.642
25.4402,36.6599,42.0693,110.429,86.0973,-211.469,-205.66,138.285,119.053,274.968,74.0117
25.4802,36.3919,41.8548,110.39,86.0664,-211.458,-205.651,138.01,118.833,260.373,46.9909
25.5202,36.124,41.5467,110.35,86.021,-211.447,-205.638,137.734,118.516,230.347,15.1388
25.5602,35.8561,41.3323,110.31,85.9889,-211.434,-205.629,137.457,118.295,204.535,-0.782104
25.6002,35.5883,41.118,110.268,85.9561,-211.422,-205.619,137.179,118.073,176.046,-10.7433
25.6402,35.3206,40.9037,110.226,85.9226,-211.408,-205.608,136.9,117.85,146.226,-14.3113
25.6802,35.053,40.6962,110.183,85.8897,-211.394,-205.598,136.62,117.633,117.379,-11.544
25.7202,34.7855,40.4822,110.139,85.855,-211.379,-205.586,136.339,117.409,89.008,-2.42418
25.7602,34.518,40.2681,110.095,85.8197,-211.363,-205.574,136.056,117.183,63.3605,12.6141
25.8002,34.2507,39.9606,110.05,85.7681,-211.347,-205.556,135.773,116.858,33.6341,43.0992
25.8402,33.9834,39.7466,110.003,85.7315,-211.33,-205.542,135.489,116.631,19.2642,69.0936
25.8802,33.7162,39.4393,109.957,85.6781,-211.313,-205.522,135.203,116.303,9.22496,110.547
25.9202,33.4492,39.2256,109.909,85.6403,-211.295,-205.508,134.917,116.075,10.0872,140.37
25.9602,33.1822,39.0119,109.861,85.6019,-211.276,-205.493,134.629,115.845,17.4027,169.408
26.0002,32.9154,38.7984,109.811,85.5628,-211.256,-205.478,134.341,115.614,30.8396,196.281
26.0402,32.6487,38.4915,109.761,85.5058,-211.236,-205.455,134.051,115.282,59.6378,228.686
26.0802,32.3821,38.2782,109.711,85.4656,-211.215,-205.438,133.761,115.05,85.0114,245.422
26.1202,32.1156,38.0649,109.659,85.4247,-211.193,-205.421,133.469,114.817,113.476,256.463
26.1602,31.8492,37.8516,109.607,85.3832,-211.17,-205.404,133.176,114.583,143.768,261.288
26.2002,31.583,37.6385,109.554,85.3411,-211.147,-205.385,132.883,114.349,174.497,259.655
26.2402,31.3169,37.4257,109.5,85.2983,-211.124,-205.367,132.588,114.113,204.283,251.628
26.2802,31.051,37.2128,109.446,85.255,-211.099,-205.347,132.292,113.877,231.82,237.549
26.3202,30.7852,36.907,109.39,85.1918,-211.074,-205.319,131.996,113.536,265.009,208.01
26.3602,30.5195,36.6943,109.334,85.1472,-211.048,-205.298,131.698,113.298,282.225,182.259
26.4002,30.254,36.4818,109.277,85.1021,-211.021,-205.277,131.399,113.06,293.718,153.549
26.4402,29.9886,36.2694,109.22,85.0563,-210.994,-205.255,131.099,112.82,299.004,123.142
26.4802,29.7234,36.0572,109.161,85.0099,-210.966,-205.233,130.799,112.58,297.87,92.3995
26.5202,29.4584,35.845,109.102,84.9629,-210.937,-205.211,130.497,112.339,290.395,62.6772
26.5602,29.1935,35.633,109.042,84.9153,-210.907,-205.187,130.194,112.097,276.949,35.3021
26.6002,28.9288,35.3285,108.982,84.846,-210.877,-205.153,129.89,111.748,248.487,2.43323
26.6402,28.6643,35.1167,108.92,84.7971,-210.846,-205.128,129.586,111.505,223.608,-14.5357
26.6802,28.3999,34.9117,108.858,84.7492,-210.815,-205.104,129.28,111.268,196.757,-25.5341
26.7202,28.1357,34.7003,108.795,84.6992,-210.782,-205.078,128.973,111.023,167.446,-30.8108
26.7602,27.8717,34.3882,108.732,84.6244,-210.749,-205.04,128.665,110.66,123.984,-26.9768
26.8002,27.6079,34.1787,108.667,84.5736,-210.715,-205.013,128.357,110.415,96.5605,-16.8263
26.8402,27.3443,33.9677,108.602,84.5218,-210.681,-204.986,128.047,110.168,71.8332,-0.974411
26.8802,27.0809,33.6646,108.536,84.4464,-210.645,-204.945,127.736,109.811,43.5954,30.1603
26.9202,26.8176,33.4604,108.47,84.395,-210.609,-204.918,127.424,109.57,30.5957,55.3886
26.9602,26.5546,33.2499,108.402,84.3414,-210.572,-204.889,127.112,109.32,22.9913,83.6728
27.0002,26.2918,33.0393,108.334,84.2871,-210.535,-204.859,126.798,109.069,21.6253,113.002
27.0402,26.0292,32.8293,108.265,84.2323,-210.496,-204.828,126.484,108.818,26.5606,141.964
27.0802,25.7668,32.6193,108.196,84.1769,-210.457,-204.798,126.168,108.566,37.581,169.309
27.1202,25.5046,32.416,108.125,84.1226,-210.417,-204.767,125.851,108.321,53.6068,193.083
27.1602,25.2427,32.1145,108.054,84.0412,-210.377,-204.721,125.534,107.957,85.6146,221.292
27.2002,24.9809,31.905,107.982,83.984,-210.336,-204.688,125.216,107.702,112.332,234.714
27.2402,24.7194,31.6956,107.91,83.9262,-210.293,-204.655,124.896,107.447,141.375,242.318
27.2802,24.4581,31.4865,107.836,83.8678,-210.251,-204.621,124.576,107.191,171.466,243.754
27.3202,24.1971,31.2772,107.762,83.8088,-210.207,-204.586,124.255,106.934,201.348,238.938
27.3602,23.9363,31.0688,107.687,83.7493,-210.163,-204.551,123.932,106.677,229.592,228.107
27.4002,23.6758,30.8602,107.612,83.6891,-210.118,-204.515,123.609,106.419,255.116,211.687
27.4402,23.4155,30.5606,107.535,83.6018,-210.072,-204.463,123.285,106.046,284.808,179.768
27.4802,23.1554,30.3524,107.458,83.5404,-210.025,-204.426,122.96,105.786,299.363,153.118
27.5203,22.8956,30.1444,107.381,83.4785,-209.978,-204.388,122.634,105.526,308.194,124.108
27.5603,22.6361,29.9432,107.302,83.418,-209.929,-204.351,122.307,105.273,310.951,94.9433
27.6003,22.3768,29.7421,107.223,83.3569,-209.88,-204.313,121.979,105.019,307.922,65.8944
27.6403,22.1178,29.5347,107.143,83.2932,-209.831,-204.274,121.65,104.756,298.883,37.2539
27.6803,21.859,29.3276,107.062,83.2289,-209.78,-204.234,121.32,104.493,284.269,11.2008
27.7203,21.6006,29.0301,106.981,83.1357,-209.729,-204.175,120.99,104.113,254.844,-19.6102
27.7603,21.3424,28.8234,106.899,83.0703,-209.677,-204.134,120.658,103.848,229.801,-35.1694
27.8003,21.0845,28.6169,106.816,83.0043,-209.624,-204.092,120.326,103.582,202.239,-45.166
27.8403,20.8269,28.4107,106.732,82.9377,-209.57,-204.049,119.992,103.316,173.369,-49.2093
27.8803,20.5695,28.2046,106.648,82.8706,-209.515,-204.006,119.658,103.049,144.453,-47.1714
27.9203,20.3125,27.9088,106.563,82.7732,-209.46,-203.942,119.322,102.664,105.282,-33.9064
27.9603,20.0557,27.6134,106.477,82.675,-209.404,-203.878,118.986,102.277,72.0393,-9.68476
28.0003,19.7993,27.4081,106.391,82.6061,-209.347,-203.833,118.649,102.008,53.9822,12.4831
28.0403,19.5432,27.203,106.304,82.5367,-209.289,-203.787,118.311,101.738,40.9992,37.9018
28.0803,19.2873,26.9981,106.216,82.4666,-209.231,-203.741,117.972,101.467,33.6343,65.461
28.1203,19.0318,26.7935,106.127,82.396,-209.172,-203.694,117.632,101.196,32.194,93.9703
28.1603,18.7766,26.5891,106.038,82.3248,-209.112,-203.646,117.292,100.923,36.7364,122.196
28.2003,18.5217,26.3851,105.948,82.2531,-209.051,-203.598,116.95,100.65,47.0515,148.894
28.2403,18.2672,26.0922,105.857,82.1492,-208.989,-203.527,116.608,100.257,71.0724,182.39
28.2803,18.0129,25.8886,105.766,82.0763,-208.926,-203.477,116.264,99.9826,93.2057,200.913
28.3203,17.759,25.6853,105.674,82.0028,-208.863,-203.427,115.92,99.7075,118.74,214.58
28.3603,17.5054,25.4823,105.581,81.9288,-208.799,-203.376,115.575,99.4317,146.617,222.816
28.4003,17.2522,25.2795,105.487,81.8542,-208.734,-203.324,115.229,99.1551,175.682,225.27
28.4403,16.9993,25.077,105.393,81.779,-208.668,-203.272,114.882,98.8778,204.728,221.838
28.4803,16.7468,24.8748,105.298,81.7033,-208.602,-203.219,114.534,98.6,232.568,212.662
28.5203,16.4946,24.5845,105.202,81.5937,-208.534,-203.142,114.186,98.1995,268.25,190.197
28.5603,16.2427,24.3829,105.106,81.5168,-208.466,-203.088,113.836,97.9201,288.657,169.001
28.6003,15.9912,24.1814,105.009,81.4394,-208.397,-203.033,113.486,97.64,304.487,144.197
28.6403,15.7401,23.9804,104.911,81.3614,-208.327,-202.977,113.134,97.3594,315.111,116.812
28.6803,15.4894,23.7796,104.812,81.2829,-208.256,-202.921,112.782,97.0779,320.141,87.9239
28.7203,15.239,23.5791,104.713,81.2038,-208.184,-202.864,112.429,96.7958,319.401,58.6963
28.7603,14.9889,23.2913,104.613,81.0893,-208.112,-202.781,112.075,96.3894,308.409,18.4067
28.8003,14.7393,23.0039,104.513,80.974,-208.038,-202.697,111.721,95.9818,286.663,-16.955
28.8403,14.49,22.8043,104.412,80.8932,-207.964,-202.638,111.365,95.6977,266.174,-37.0981
28.8803,14.2412,22.605,104.31,80.8119,-207.889,-202.578,111.009,95.4128,242.235,-52.6916
28.9203,13.9927,22.406,104.207,80.73,-207.813,-202.518,110.651,95.1273,215.838,-63.1479
28.9603,13.7446,22.2074,104.103,80.6476,-207.737,-202.457,110.293,94.8411,188.054,-68.0986
29.0003,13.4968,21.9222,103.999,80.5283,-207.659,-202.368,109.934,94.4288,147.944,-65.32
29.0403,13.2495,21.6313,103.895,80.4056,-207.581,-202.277,109.575,94.0063,109.813,-50.8287
29.0803,13.0026,21.4336,103.789,80.3215,-207.502,-202.213,109.214,93.7181,87.1894,-34.8881
29.1203,12.7561,21.2424,103.683,80.2395,-207.421,-202.152,108.853,93.4383,68.8497,-15.4726
29.1603,12.51,21.0452,103.576,80.1543,-207.34,-202.087,108.49,93.1487,54.3188,7.86993
29.2003,12.2644,20.8485,103.469,80.0686,-207.259,-202.022,108.127,92.8585,44.8181,33.6046
29.2403,12.0191,20.6521,103.361,79.9823,-207.176,-201.956,107.763,92.5676,40.699,60.6987
29.2803,11.7742,20.4621,103.252,79.8982,-207.092,-201.892,107.398,92.2851,41.9791,87.2149
29.3203,11.5298,20.1808,103.142,79.7726,-207.008,-201.795,107.033,91.8651,53.2572,124.92
29.3603,11.2858,19.9854,103.032,79.6846,-206.923,-201.727,106.666,91.5722,67.2764,148.577
29.4003,11.0423,19.7903,102.921,79.5962,-206.836,-201.659,106.299,91.2787,85.7397,169.029
29.4403,10.7992,19.5956,102.809,79.5071,-206.749,-201.589,105.931,90.9845,107.929,185.49
29.4803,10.5565,19.3102,102.697,79.3756,-206.661,-201.486,105.562,90.5515,145.447,201.141
29.5203,10.3143,19.1161,102.584,79.2855,-206.572,-201.416,105.193,90.256,172.961,205.41
29.5603,10.0725,18.8378,102.471,79.1552,-206.483,-201.313,104.822,89.8304,212.91,202.104
29.6003,9.83114,18.6445,102.356,79.064,-206.392,-201.241,104.451,89.5336,239.535,193.354
29.6403,9.59025,18.4515,102.241,78.9723,-206.301,-201.168,104.079,89.2362,264.036,179.673
29.6803,9.34983,18.259,102.126,78.88,-206.208,-201.094,103.706,88.9381,285.516,161.58
29.7203,9.10987,18.0668,102.009,78.7872,-206.115,-201.02,103.332,88.6395,303.194,139.754
29.7603,8.87038,17.875,101.892,78.6939,-206.021,-200.945,102.958,88.3401,316.44,115.005
29.8003,8.63135,17.6835,101.775,78.6,-205.926,-200.869,102.582,88.0401,324.791,88.2441
29.8403,8.39281,17.4089,101.657,78.4643,-205.83,-200.76,102.206,87.6081,327.708,48.2395
29.8803,8.15473,17.1348,101.538,78.3279,-205.733,-200.649,101.829,87.1751,319.847,9.06403
29.9203,7.91714,16.9444,101.418,78.2324,-205.635,-200.571,101.452,86.8732,308.352,-16.1385
29.9603,7.68004,16.7545,101.298,78.1364,-205.536,-200.492,101.073,86.5708,292.416,-38.617
30.0003,7.44342,16.565,101.177,78.0398,-205.437,-200.413,100.694,86.2677,272.652,-57.5939
30.0403,7.2073,16.3818,101.055,77.9458,-205.336,-200.335,100.314,85.9734,250.562,-72.0248
30.0803,6.97167,16.1105,100.933,77.8055,-205.235,-200.219,99.9336,85.536,214.116,-85.3425
30.1203,6.73655,15.9221,100.81,77.7074,-205.133,-200.138,99.5521,85.231,187.464,-88.5055
30.1603,6.50192,15.7342,100.686,77.6087,-205.029,-200.055,99.1698,84.9254,160.867,-86.5639
30.2003,6.26781,15.4646,100.562,77.4662,-204.925,-199.936,98.7868,84.4853,124.635,-75.1126
30.2403,6.03421,15.2775,100.437,77.3664,-204.82,-199.852,98.403,84.1784,102.059,-61.5761
30.2803,5.80112,15.0907,100.311,77.2662,-204.714,-199.768,98.0184,83.871,82.5835,-44.0648
30.3203,5.56855,14.9044,100.185,77.1654,-204.607,-199.683,97.6331,83.563,66.8837,-23.2488
30.3603,5.33651,14.6372,100.058,77.0199,-204.499,-199.559,97.247,83.1194,51.9504,10.9174
30.4003,5.10499,14.4517,99.9306,76.918,-204.391,-199.473,96.8602,82.8101,47.3578,36.4319
30.4403,4.874,14.2667,99.8024,76.8157,-204.281,-199.385,96.4726,82.5003,47.7035,62.3113
30.4803,4.64355,14.0821,99.6735,76.7129,-204.17,-199.297,96.0843,82.1898,52.9488,87.645
30.5203,4.41363,13.8979,99.544,76.6095,-204.059,-199.208,95.6952,81.8789,62.8795,111.522
30.5603,4.18426,13.7142,99.4139,76.5057,-203.946,-199.118,95.3054,81.5673,77.129,133.122
30.6003,3.95543,13.5308,99.2831,76.4012,-203.833,-199.028,94.9149,81.255,95.1972,151.711
30.6403,3.72715,13.268,99.1516,76.2504,-203.718,-198.897,94.5236,80.8054,126.549,171.891
30.6803,3.49943,13.0855,99.0195,76.145,-203.603,-198.805,94.1316,80.4919,151.063,180.724
30.7203,3.27226,12.9035,98.8868,76.039,-203.487,-198.712,93.7388,80.1781,176.816,184.925
30.7603,3.04565,12.722,98.7534,75.9326,-203.369,-198.619,93.3454,79.8636,202.955,184.37
30.8003,2.81961,12.5409,98.6194,75.8256,-203.251,-198.525,92.9512,79.5484,228.617,179.087
30.8403,2.59413,12.3603,98.4847,75.7181,-203.132,-198.43,92.5562,79.2327,252.931,169.271
30.8803,2.36923,12.1801,98.3494,75.6101,-203.012,-198.334,92.1606,78.9164,275.119,155.257
30.9203,2.1449,11.9217,98.2135,75.4541,-202.891,-198.195,91.7642,78.4608,301.9,128.71
30.9603,1.92115,11.7424,98.0769,75.3451,-202.769,-198.098,91.3671,78.1434,316.137,106.65
31.0003,1.69799,11.5636,97.9397,75.2355,-202.646,-198,90.9693,77.8253,326.259,82.4522
31.0403,1.47541,11.3853,97.8019,75.1255,-202.522,-197.901,90.5708,77.5068,331.963,56.9166
31.0803,1.25343,11.2075,97.6634,75.015,-202.397,-197.802,90.1716,77.1877,333.106,30.8542
31.1203,1.03204,11.0301,97.5243,74.9039,-202.271,-197.701,89.7717,76.868,329.691,5.07659
31.1603,0.811243,10.8532,97.3845,74.7923,-202.144,-197.6,89.371,76.5477,321.865,-19.6034
31.2003,0.591053,10.5995,97.2442,74.6312,-202.016,-197.454,88.9697,76.0864,303.477,-51.6736
31.2403,0.371468,10.4236,97.1032,74.5187,-201.887,-197.351,88.5677,75.765,286.33,-70.6659
31.2803,0.152493,10.2481,96.9615,74.4055,-201.758,-197.248,88.1649,75.4429,266.246,-86.2829
31.3203,-0.0658682,10.0732,96.8193,74.292,-201.627,-197.143,87.7615,75.1206,243.904,-98.0653
31.3603,-0.283612,9.89871,96.6764,74.1779,-201.495,-197.038,87.3574,74.7975,220,-105.71
31.4003,-0.500735,9.72451,96.5329,74.0632,-201.362,-196.932,86.9526,74.4735,195.263,-109.029
31.4403,-0.717233,9.5512,96.3887,73.9482,-201.229,-196.826,86.5471,74.1496,170.552,-107.969
31.4803,-0.933103,9.30257,96.244,73.7821,-201.094,-196.672,86.141,73.6829,136.45,-98.9762
31.5203,-1.14834,9.13002,96.0986,73.666,-200.958,-196.563,85.7341,73.3575,114.729,-87.8484
31.5603,-1.36294,8.95809,95.9526,73.5494,-200.822,-196.454,85.3266,73.0318,95.4342,-73.1669
31.6003,-1.5769,8.78652,95.806,73.4323,-200.684,-196.345,84.9184,72.7052,79.1014,-55.3995
31.6403,-1.79022,8.61561,95.6588,73.3148,-200.545,-196.234,84.5096,72.3784,66.2236,-35.1506
31.6803,-2.00289,8.44529,95.5109,73.1968,-200.406,-196.123,84.1,72.0512,57.1457,-13.0589
31.7203,-2.21491,8.27531,95.3624,73.0782,-200.265,-196.01,83.6898,71.7231,52.095,10.2239
31.7603,-2.42627,8.03189,95.2133,72.9071,-200.123,-195.848,83.279,71.251,52.1155,44.3047
31.8003,-2.63697,7.863,95.0636,72.7875,-199.98,-195.734,82.8674,70.9219,57.1526,67.4715
31.8403,-2.84702,7.69465,94.9133,72.6675,-199.837,-195.62,82.4552,70.5923,66.1212,89.3845
31.8804,-3.05639,7.52682,94.7624,72.547,-199.692,-195.504,82.0424,70.2622,78.7287,109.405
31.9204,-3.2651,7.35961,94.6109,72.426,-199.546,-195.388,81.6289,69.9317,94.5729,126.952
31.9604,-3.47313,7.1929,94.4587,72.3045,-199.4,-195.271,81.2148,69.6006,113.185,141.544
32.0004,-3.68048,7.02668,94.306,72.1825,-199.252,-195.153,80.8,69.2689,134.015,152.778
32.0404,-3.88714,6.78859,94.1526,72.0065,-199.103,-194.983,80.3845,68.7915,166.625,162.458
32.0804,-4.09313,6.62863,93.9987,71.8873,-198.953,-194.867,79.9684,68.4691,189.533,164.449
32.1204,-4.29843,6.46405,93.8441,71.7639,-198.802,-194.747,79.5517,68.1359,213.212,162.615
32.1604,-4.50303,6.3001,93.6889,71.64,-198.651,-194.626,79.1343,67.8023,236.265,156.907
32.2004,-4.70694,6.13663,93.5331,71.5155,-198.498,-194.504,78.7163,67.468,258.087,147.502
32.2404,-4.91015,5.97378,93.3767,71.3907,-198.344,-194.381,78.2977,67.1333,278.081,134.682
32.2804,-5.11265,5.81146,93.2198,71.2653,-198.189,-194.258,77.8784,66.7981,295.734,118.809
32.3204,-5.31445,5.64972,93.0622,71.1395,-198.033,-194.133,77.4585,66.4624,310.593,100.329
