Time,Theta1_planned,Theta1_current,Theta2_planned,Theta2_current,h3_planned,h3_current,Theta4_planned,Theta4_current,x,y
15.48,-57.8209,-50.6555,85.7225,80.4966,-120,-120,27.9016,29.8411,198.561,-30.1847
15.52,-57.9709,-50.8333,85.4646,80.1957,-120,-120,27.4937,29.3624,218.792,-46.2186
15.56,-58.1185,-50.9523,85.2029,79.9879,-120,-120,27.0845,29.0356,230.599,-58.9604
15.6,-58.2636,-51.0694,84.9374,79.7769,-120,-120,26.6739,28.7075,240.651,-72.8742
15.64,-58.4062,-51.1846,84.6681,79.5629,-120,-120,26.2619,28.3783,248.861,-87.6874
15.68,-58.5464,-51.3543,84.395,79.2375,-120,-120,25.8486,27.8832,257.679,-111.129
15.72,-58.6841,-51.521,84.118,78.9073,-120,-120,25.4339,27.3863,262.285,-135.421
15.76,-58.8192,-51.6302,83.8371,78.6841,-120,-120,25.0179,27.0539,263.038,-151.664
15.8,-58.9519,-51.7842,83.5523,78.3587,-120,-120,24.6005,26.5745,261.013,-174.588
15.84,-59.0819,-51.8893,83.2637,78.1294,-120,-120,24.1818,26.2401,257.572,-189.96
15.88,-59.2094,-51.9923,82.9711,77.8968,-120,-120,23.7617,25.9045,252.605,-204.633
15.92,-59.3342,-52.1375,82.6746,77.558,-120,-120,23.3403,25.4205,243.033,-224.3
15.96,-59.4565,-52.2363,82.3741,77.3191,-120,-120,22.9176,25.0827,234.875,-236.824
16,-59.5761,-52.3332,82.0696,77.0769,-120,-120,22.4935,24.7437,225.685,-248.252
16.04,-59.6931,-52.4692,81.7612,76.7245,-120,-120,22.0681,24.2553,210.939,-262.681
16.08,-59.8074,-52.5617,81.4488,76.4762,-120,-120,21.6414,23.9145,199.813,-271.275
16.12,-59.919,-52.6521,81.1323,76.2247,-120,-120,21.2133,23.5726,188.186,-278.629
16.16,-60.0279,-52.7403,80.8119,75.9698,-120,-120,20.784,23.2295,176.203,-284.751
16.2,-60.1342,-52.8641,80.4875,75.5989,-120,-120,20.3532,22.7348,158.548,-291.46
16.24,-60.2378,-52.9481,80.159,75.3378,-120,-120,19.9212,22.3897,146.14,-294.708
16.28,-60.3387,-53.0299,79.8266,75.0733,-120,-120,19.4878,22.0435,133.803,-296.83
16.32,-60.437,-53.1096,79.4901,74.8057,-120,-120,19.0532,21.6962,121.644,-297.884
16.36,-60.5325,-53.1871,79.1497,74.5349,-120,-120,18.6171,21.3478,109.754,-297.939
16.4,-60.6254,-53.2626,78.8053,74.2606,-120,-120,18.1798,20.998,98.1993,-297.068
16.44,-60.7157,-53.3679,78.4568,73.8623,-120,-120,17.7411,20.4944,82.26,-294.331
16.48,-60.8032,-53.439,78.1044,73.5818,-120,-120,17.3011,20.1428,71.6923,-291.487
16.52,-60.8881,-53.5381,77.7479,73.1744,-120,-120,16.8598,19.6363,57.3766,-286.215
16.56,-60.9703,-53.6364,77.3875,72.7528,-120,-120,16.4172,19.1165,43.7943,-279.525
16.6,-61.0498,-53.701,77.023,72.463,-120,-120,15.9732,18.762,35.258,-274.354
16.64,-61.1267,-53.7636,76.6546,72.1699,-120,-120,15.5279,18.4063,27.3468,-268.791
16.68,-61.2009,-53.8523,76.2821,71.7346,-120,-120,15.0813,17.8823,16.7854,-259.996
16.72,-61.2724,-53.9106,75.9057,71.4349,-120,-120,14.6333,17.5243,10.3131,-253.668
16.76,-61.3412,-53.9913,75.5252,70.9996,-120,-120,14.1841,17.0083,2.02427,-244.235
16.8,-61.4073,-54.0453,75.1408,70.6934,-120,-120,13.7335,16.6481,-3.05856,-237.508
16.84,-61.4708,-54.0972,74.7523,70.3843,-120,-120,13.2815,16.2871,-7.56597,-230.756
16.88,-61.5316,-54.1469,74.3599,70.0719,-120,-120,12.8283,15.925,-11.5319,-224.022
16.92,-61.5898,-54.2153,73.9634,69.6182,-120,-120,12.3737,15.4029,-16.3848,-214.379
16.96,-61.6452,-54.2608,73.563,69.299,-120,-120,11.9178,15.0382,-19.2089,-207.739
17,-61.698,-54.3041,73.1585,68.9772,-120,-120,11.4605,14.6731,-21.5868,-201.26
17.04,-61.7481,-54.3645,72.7501,68.4995,-120,-120,11.002,14.1349,-24.3826,-191.973
17.08,-61.7955,-54.4035,72.3376,68.1712,-120,-120,10.5421,13.7676,-25.8501,-185.845
17.12,-61.8403,-54.4404,71.9212,67.8397,-120,-120,10.0809,13.3993,-26.9888,-179.951
17.16,-61.8824,-54.4752,71.5007,67.5048,-120,-120,9.61834,13.0296,-27.8345,-174.305
17.2,-61.9218,-54.5078,71.0763,67.1668,-120,-120,9.15448,12.6591,-28.4207,-168.925
17.24,-61.9585,-54.5383,70.6478,66.8253,-120,-120,8.68928,12.2871,-28.7813,-163.817
17.28,-61.9926,-54.5798,70.2154,66.3197,-120,-120,8.22277,11.7399,-28.9677,-156.743
17.32,-62.024,-54.606,69.7789,65.972,-120,-120,7.75492,11.3659,-28.8966,-152.216
17.36,-62.0527,-54.6293,69.3384,65.6321,-120,-120,7.28575,11.0028,-28.7035,-148.12
17.4,-62.0787,-54.6608,68.894,65.123,-120,-120,6.81525,10.4622,-28.2359,-142.475
17.44,-62.1021,-54.6892,68.4455,64.6097,-120,-120,6.34343,9.92052,-27.5967,-137.276
17.48,-62.1228,-54.7146,67.9931,64.0914,-120,-120,5.87028,9.37688,-26.8328,-132.514
17.52,-62.1408,-54.7368,67.5366,63.5688,-120,-120,5.3958,8.83203,-25.9897,-128.196
17.56,-62.1561,-54.7502,67.0761,63.2013,-120,-120,4.92,8.45115,-25.386,-125.487
17.6,-62.1688,-54.7666,66.6117,62.6583,-120,-120,4.44287,7.89167,-24.5104,-121.956
17.64,-62.1788,-54.7797,66.1432,62.1219,-120,-120,3.96441,7.34228,-23.6768,-118.924
17.68,-62.1861,-54.79,65.6707,61.557,-120,-120,3.48463,6.767,-22.8602,-116.196
17.72,-62.1907,-54.7948,65.1943,61.1777,-120,-120,3.00352,6.38285,-22.3729,-114.665
17.76,-62.1927,-54.7975,64.7138,60.7947,-120,-120,2.52109,5.99727,-21.9577,-113.415
17.8,-62.192,-54.798,64.2293,60.4087,-120,-120,2.03733,5.6107,-21.6229,-112.444
17.84,-62.1886,-54.7956,63.7409,59.837,-120,-120,1.55224,5.04145,-21.2571,-111.425
17.88,-62.1826,-54.7918,63.2484,59.4445,-120,-120,1.06583,4.65274,-21.0987,-111.007
17.92,-62.1738,-54.7833,62.7519,58.8756,-120,-120,0.578087,4.09232,-21.0061,-110.8
17.96,-62.1624,-54.7752,62.2515,58.477,-120,-120,0.0890215,3.70175,-21.0366,-110.93
18,-62.1484,-54.765,61.747,58.0749,-120,-120,-0.401371,3.30985,-21.1613,-111.335
18.04,-62.1316,-54.7473,61.2385,57.4924,-120,-120,-0.893089,2.74506,-21.4708,-112.312
18.08,-62.1122,-54.7328,60.7261,57.0833,-120,-120,-1.38613,2.35046,-21.7721,-113.271
18.12,-62.0901,-54.7162,60.2096,56.6722,-120,-120,-1.88051,1.95597,-22.1527,-114.506
18.16,-62.0653,-54.6975,59.6891,56.2572,-120,-120,-2.3762,1.55977,-22.6061,-116.024
18.2,-62.0379,-54.6661,59.1646,55.6298,-120,-120,-2.87323,0.963653,-23.3708,-118.732
18.24,-62.0077,-54.633,58.6362,55.024,-120,-120,-3.37158,0.391039,-24.154,-121.747
18.28,-61.9749,-54.5952,58.1037,54.3874,-120,-120,-3.87125,-0.20779,-24.9935,-125.336
18.32,-61.9395,-54.5551,57.5672,53.7595,-120,-120,-4.37226,-0.795662,-25.803,-129.292
18.36,-61.9013,-54.511,57.0267,53.1134,-120,-120,-4.87458,-1.39756,-26.5778,-133.788
18.4,-61.8605,-54.4635,56.4823,52.4621,-120,-120,-5.37824,-2.00147,-27.256,-138.748
18.44,-61.817,-54.413,55.9338,51.8063,-120,-120,-5.88322,-2.60667,-27.7883,-144.165
18.48,-61.7708,-54.3614,55.3813,51.1728,-120,-120,-6.38953,-3.18856,-28.1137,-149.8
18.52,-61.722,-54.3056,54.8248,50.5218,-120,-120,-6.89716,-3.78383,-28.205,-155.991
18.56,-61.6705,-54.2453,54.2643,49.8515,-120,-120,-7.40612,-4.39388,-27.9867,-162.762
18.6,-61.6163,-54.1832,53.6999,49.1904,-120,-120,-7.91641,-4.99285,-27.4053,-169.809
18.64,-61.5594,-54.1388,53.1314,48.7371,-120,-120,-8.42802,-5.40169,-26.7617,-174.881
18.68,-61.4998,-54.0718,52.5589,48.0809,-120,-120,-8.94096,-5.9909,-25.4257,-182.542
18.72,-61.4376,-54.0231,51.9824,47.6211,-120,-120,-9.45523,-6.40198,-24.173,-188.115
18.76,-61.3727,-53.9723,51.4019,47.1583,-120,-120,-9.97082,-6.81399,-22.61,-193.917
18.8001,-61.3052,-53.8944,50.8174,46.4735,-120,-120,-10.4877,-7.42087,-19.7128,-202.725
18.8401,-61.2349,-53.8393,50.2289,46.0043,-120,-120,-11.006,-7.83499,-17.2931,-208.881
18.8801,-61.162,-53.757,49.6365,45.3254,-120,-120,-11.5256,-8.4316,-13.1176,-217.905
18.9201,-61.0864,-53.6975,49.04,44.8492,-120,-120,-12.0465,-8.84828,-9.68558,-224.272
18.9601,-61.0082,-53.6072,48.4395,44.1463,-120,-120,-12.5687,-9.46084,-3.82104,-233.646
19.0001,-60.9272,-53.5136,47.835,43.4382,-120,-120,-13.0922,-10.0754,3.04767,-242.898
19.0401,-60.8436,-53.4476,47.2265,42.9519,-120,-120,-13.6171,-10.4957,8.36253,-249.109
19.0801,-60.7573,-53.3479,46.614,42.2352,-120,-120,-14.1433,-11.1127,17.0997,-257.944
19.1201,-60.6684,-53.2778,45.9975,41.7437,-120,-120,-14.6708,-11.5341,23.7194,-263.715
19.1601,-60.5767,-53.174,45.377,41.0324,-120,-120,-15.1997,-12.1416,34.1965,-271.534
19.2001,-60.4824,-53.0995,44.7525,40.534,-120,-120,-15.7299,-12.5656,42.1621,-276.564
19.2401,-60.3854,-52.987,44.1241,39.7968,-120,-120,-16.2614,-13.1902,54.844,-283.191
19.2801,-60.2858,-52.8741,43.4916,39.0728,-120,-120,-16.7942,-13.8013,68.2267,-288.58
19.3201,-60.1834,-52.7528,42.8551,38.311,-120,-120,-17.3284,-14.4418,83.1857,-292.886
19.3601,-60.0784,-52.631,42.2146,37.5605,-120,-120,-17.8639,-15.0704,98.6626,-295.603
19.4001,-59.9707,-52.5087,41.5701,36.8218,-120,-120,-18.4007,-15.6869,114.462,-296.659
19.4401,-59.8604,-52.3805,40.9216,36.0615,-120,-120,-18.9388,-16.319,131.114,-295.941
19.4801,-59.7474,-52.2521,40.2691,35.3137,-120,-120,-19.4783,-16.9384,147.665,-293.343
19.5201,-59.6316,-52.1177,39.6126,34.5446,-120,-120,-20.0191,-17.573,164.611,-288.632
19.5601,-59.5133,-51.9801,38.9521,33.7707,-120,-120,-20.5612,-18.2094,181.305,-281.757
19.6001,-59.3922,-51.8395,38.2876,32.9923,-120,-120,-21.1046,-18.8472,197.429,-272.671
19.6401,-59.2685,-51.6955,37.6191,32.2085,-120,-120,-21.6494,-19.487,212.663,-261.363
19.6801,-59.1421,-51.5955,36.9466,31.6723,-120,-120,-22.1955,-19.9232,222.362,-252.397
19.7201,-59.013,-51.4486,36.2701,30.8966,-120,-120,-22.7429,-20.552,235.096,-237.742
19.7601,-58.8812,-51.2953,35.5896,30.0991,-120,-120,-23.2917,-21.1962,246.243,-220.814
19.8001,-58.7468,-51.1389,34.9051,29.2971,-120,-120,-23.8417,-21.8418,255.141,-202.144
19.8401,-58.6097,-50.9793,34.2166,28.4897,-120,-120,-24.3931,-22.4895,261.456,-182.007
19.8801,-58.4699,-50.8166,33.5241,27.6787,-120,-120,-24.9459,-23.138,264.873,-160.81
19.9201,-58.3275,-50.6508,32.8276,26.8623,-120,-120,-25.4999,-23.7885,265.144,-138.943
19.9601,-58.1824,-50.4818,32.1271,26.0417,-120,-120,-26.0553,-24.4402,262.075,-116.928
